420	190	130	140
417	189	137	148
414	190	138	146
417	192	131	148
420	191	130	146
420	191	128	146
420	189	130	148
416	194	135	145
416	195	133	143
418	195	134	141
422	200	126	137
420	201	129	137
426	200	122	138
429	202	119	133
425	201	122	137
422	197	130	145
417	190	134	145
416	191	135	147
417	189	132	148
418	191	135	147
422	191	131	139
424	188	130	145
422	193	131	140
422	189	132	141
420	186	134	147
421	188	134	144
422	190	132	141
423	187	131	146
421	191	130	142
424	189	127	143
427	188	126	143
429	194	121	141
427	195	124	137
426	193	125	138
424	198	124	137
427	195	125	134
428	196	125	132
426	194	128	136
424	187	133	143
420	191	136	142
419	190	137	144
418	184	139	150
419	186	140	147
416	188	141	145
415	188	143	144
417	190	140	142
419	193	134	142
420	191	134	145
422	191	135	140
417	190	136	145
423	196	131	139
429	193	128	142
426	192	130	142
428	195	126	134
424	191	131	139
428	193	127	137
423	194	130	139
429	194	126	138
425	196	129	139
421	194	133	140
424	195	132	138
421	191	136	144
427	191	128	147
423	190	131	151
419	189	136	152
416	194	139	150
414	190	142	153
415	189	143	152
419	192	136	149
423	187	133	149
423	187	131	145
423	186	134	148
423	185	132	148
424	189	131	142
424	192	132	140
422	194	133	141
423	193	134	143
419	193	136	143
424	190	132	143
421	186	135	146
417	190	139	143
421	192	137	138
424	189	131	140
424	192	131	136
421	196	131	137
424	191	133	136
422	185	135	147
421	187	134	150
422	193	132	143
420	193	135	143
416	187	137	149
417	189	138	143
418	191	134	145
419	187	131	145
421	184	132	146
419	188	130	142
422	186	132	143
420	185	132	143
424	185	128	143
425	190	127	141
423	191	128	139
420	189	130	141
418	188	133	143
419	192	134	137
418	197	135	138
420	190	132	141
418	194	135	137
419	189	133	140
425	193	124	137
426	196	125	131
421	202	127	131
421	196	130	140
420	194	134	139
421	189	129	142
418	192	131	142
418	188	131	146
414	190	135	142
416	191	136	141
419	193	131	136
417	196	130	136
426	190	123	137
424	195	126	131
425	191	125	137
422	197	127	134
425	199	125	132
427	195	125	134
429	198	120	130
427	197	123	126
428	196	122	128
430	194	121	128
