570	230	130	125
583	240	114	113
583	240	113	111
583	240	112	111
585	242	111	111
583	242	111	110
586	243	108	109
584	240	109	110
587	239	108	109
591	239	107	107
593	236	105	107
595	235	106	108
597	235	105	105
599	236	106	105
601	235	105	104
602	234	106	105
603	233	106	105
602	231	108	106
598	229	113	109
597	225	117	115
598	225	115	115
600	226	115	115
600	226	115	114
600	226	116	114
601	225	116	114
603	226	117	114
605	226	115	113
606	226	115	113
608	227	114	113
609	227	113	112
610	229	110	109
612	229	109	110
611	229	109	110
611	230	109	107
612	231	108	107
613	232	109	107
613	232	109	106
614	232	109	107
613	231	110	108
611	228	113	111
607	226	115	113
606	225	118	115
607	226	116	115
606	227	116	115
606	226	117	114
606	227	116	113
607	228	116	112
609	228	114	113
610	229	114	112
612	230	112	111
612	230	111	111
612	231	112	110
611	232	111	110
610	232	113	109
611	233	112	109
611	233	111	108
613	233	110	107
613	234	110	108
614	234	108	106
616	234	107	106
614	233	110	107
612	232	112	109
611	229	113	111
607	227	116	114
605	226	117	115
605	226	117	115
605	228	116	114
605	228	115	113
606	229	114	113
608	229	112	113
607	230	113	112
608	231	113	112
608	230	113	112
608	230	112	112
608	231	113	111
607	232	113	110
608	231	111	112
608	232	111	111
609	233	109	110
609	234	110	109
610	233	110	108
610	234	110	108
611	233	109	108
612	232	107	109
612	231	108	109
610	232	110	110
608	230	112	111
606	229	115	112
605	227	116	115
603	225	117	115
604	225	117	115
605	225	115	114
607	226	115	113
606	226	117	113
608	226	116	113
609	226	114	111
612	227	113	110
612	226	112	111
613	227	111	109
611	227	113	110
614	228	110	108
615	228	109	108
615	227	109	108
615	227	110	108
617	228	109	107
615	228	110	107
615	228	110	107
617	228	109	106
615	228	110	107
614	227	112	108
612	226	114	110
608	223	118	114
607	223	119	115
606	224	119	115
608	224	117	115
608	224	116	114
609	225	115	113
610	225	115	113
611	226	114	113
610	226	115	113
611	227	113	111
613	229	111	110
613	228	111	110
613	228	111	109
614	229	110	107
614	229	109	107
615	230	110	107
617	231	107	107
616	232	108	106
616	232	108	106
618	232	107	106
617	231	108	107
616	230	109	108
610	226	117	112
610	226	116	115
610	226	116	114
611	228	115	113
610	228	115	113
611	228	115	113
612	228	116	114
613	228	115	113
615	230	112	111
615	230	112	111
616	230	112	111
615	231	111	111
615	231	111	111
615	231	112	111
614	230	112	111
616	230	112	110
616	230	112	110
616	231	110	109
616	230	110	108
617	230	109	108
617	231	110	108
617	230	109	108
618	230	110	108
610	227	114	113
607	227	117	114
600	227	117	115
595	230	118	115
593	229	119	117
591	231	120	117
592	233	118	116
592	234	117	115
593	234	117	115
592	234	117	115
593	235	115	115
592	237	115	114
590	239	113	113
586	241	114	113
585	242	113	113
585	244	113	112
587	245	111	111
588	247	112	111
593	247	111	110
595	248	111	110
596	248	111	109
599	250	109	108
600	249	110	109
602	250	108	108
597	244	117	115
594	243	118	114
594	243	116	115
595	243	115	114
595	243	115	115
596	244	116	114
597	245	115	114
597	245	116	113
598	245	114	112
598	244	116	113
598	244	116	112
599	245	115	112
598	245	115	111
600	246	113	111
601	246	112	110
602	248	112	108
604	246	111	108
604	246	111	108
605	245	110	107
608	244	108	105
607	243	109	106
609	243	109	106
610	243	108	106
611	242	108	106
609	238	111	109
607	235	114	111
601	232	118	114
602	230	118	115
605	231	115	113
605	232	116	113
609	229	115	111
610	229	115	111
611	229	114	112
613	228	114	110
613	227	113	111
614	227	113	111
615	227	112	109
615	227	111	109
615	228	111	109
617	229	109	107
617	228	109	107
617	229	109	106
619	229	108	106
619	229	108	106
619	229	109	106
618	229	109	105
619	228	109	106
617	227	111	107
615	225	114	111
614	223	116	114
613	223	116	113
613	223	116	114
613	224	115	113
613	223	116	113
615	224	115	113
615	223	115	112
616	223	114	111
617	223	113	112
618	224	113	111
618	223	113	112
620	225	110	109
621	228	109	106
620	227	111	107
621	228	110	107
621	226	110	108
622	227	110	106
622	227	110	106
623	228	109	106
622	229	110	105
622	228	111	106
622	228	111	106
621	225	112	110
618	221	118	115
616	221	118	116
617	221	118	116
617	221	118	116
618	222	116	115
619	223	115	113
619	223	114	113
620	224	113	111
620	224	114	111
620	224	113	111
620	224	114	111
621	224	114	111
621	224	113	111
622	224	113	111
622	224	111	110
623	224	110	110
623	225	111	109
625	226	109	108
626	227	109	105
626	227	110	106
625	226	111	106
623	223	114	110
620	220	117	115
620	220	117	116
620	219	118	116
620	219	118	114
620	220	116	114
620	220	117	114
622	220	115	115
623	220	115	114
624	220	115	115
624	220	116	114
625	220	114	113
625	220	114	113
626	221	113	112
626	222	112	111
626	222	112	111
627	222	112	110
628	223	111	109
628	222	111	109
630	224	110	108
630	224	110	107
630	224	110	107
631	224	109	107
631	224	111	108
631	224	111	108
629	221	112	111
626	217	118	116
626	218	118	117
626	219	117	115
628	219	117	115
629	219	116	115
629	220	117	115
630	220	116	114
630	220	116	114
631	221	115	113
630	222	116	112
630	222	116	112
631	222	115	112
633	222	112	110
634	222	111	111
634	223	111	110
636	223	109	110
635	224	111	109
636	224	112	109
636	224	111	110
636	224	111	109
636	224	111	109
633	221	115	113
631	219	118	115
628	219	118	115
628	218	118	116
628	219	119	117
628	220	118	115
628	219	118	116
629	219	119	116
630	221	116	113
629	220	118	114
631	223	116	112
632	223	115	112
631	223	114	111
631	224	114	112
632	225	113	110
634	226	111	108
634	226	112	109
634	226	110	107
635	227	110	107
636	227	109	107
637	227	108	106
636	227	109	108
634	225	113	110
631	223	114	112
626	221	119	115
626	222	118	115
626	222	118	115
627	223	117	115
627	223	116	114
627	224	115	113
628	224	114	113
628	223	114	114
629	223	115	112
630	224	113	111
629	225	113	110
629	225	112	110
629	225	113	111
629	225	112	111
629	225	112	110
629	226	112	109
631	226	110	108
630	225	111	108
631	226	110	107
631	226	110	106
631	226	110	107
630	223	112	110
627	220	117	113
626	219	118	114
627	219	117	114
629	219	115	113
629	219	116	113
630	219	115	113
631	219	113	112
631	219	114	112
631	219	114	112
632	219	114	112
632	219	114	112
634	219	113	112
634	219	112	111
634	220	113	110
634	220	112	110
634	220	112	110
635	221	111	108
635	221	112	109
635	221	113	108
637	221	112	108
638	221	111	108
639	221	111	107
639	221	110	107
639	221	111	108
635	215	117	115
634	216	119	115
635	216	117	114
635	217	117	114
636	217	116	114
637	217	116	112
638	218	115	111
638	218	115	112
639	218	115	111
639	218	114	111
640	219	113	111
641	220	112	110
640	220	113	110
642	221	111	110
641	221	112	108
641	221	112	108
642	222	112	107
642	222	112	108
643	222	111	107
644	222	110	107
645	223	110	107
646	224	109	105
645	223	110	106
643	221	113	108
642	219	117	112
641	218	118	113
638	216	119	116
638	217	120	116
638	216	120	116
639	217	118	114
640	219	117	112
641	219	115	111
641	220	116	110
641	220	115	110
641	221	114	110
641	221	114	109
641	222	113	108
642	222	111	108
642	223	110	107
642	223	110	106
644	223	110	106
645	223	109	106
644	224	110	106
645	224	110	105
644	224	109	106
645	225	110	105
643	223	112	108
642	221	115	109
641	220	116	112
640	219	116	112
640	219	115	113
639	219	115	112
640	219	115	112
641	220	115	111
640	220	116	110
641	219	115	111
642	220	114	110
642	219	113	110
642	220	113	109
643	220	113	109
643	222	112	107
644	222	109	105
646	221	109	105
645	221	110	105
646	221	110	104
646	222	109	104
646	221	109	104
647	221	110	104
647	222	110	102
646	221	113	106
646	218	112	109
644	214	117	112
644	214	116	114
645	215	116	113
645	215	116	112
646	216	117	111
646	216	116	111
648	217	115	110
649	216	115	110
649	216	115	110
653	217	113	109
652	216	114	110
651	217	114	110
653	219	112	108
653	218	112	108
654	219	112	107
655	220	110	106
654	219	112	106
656	219	110	106
657	220	110	105
659	219	109	106
658	218	111	108
657	215	113	111
655	214	116	112
656	214	116	112
657	214	116	112
657	215	115	112
658	215	114	112
658	216	114	111
659	216	113	110
659	216	112	110
659	216	112	110
660	216	111	110
659	217	112	109
660	218	110	108
659	218	110	108
661	219	110	106
661	221	109	105
661	220	110	106
662	221	109	106
661	221	109	105
662	221	108	104
662	221	108	104
659	217	113	109
658	217	115	110
656	216	116	111
657	215	116	112
657	215	115	112
657	216	114	111
657	217	114	110
657	217	113	110
656	217	114	111
657	218	112	109
658	218	112	109
658	218	112	108
658	218	112	108
658	218	111	109
659	219	109	107
660	220	109	105
659	219	109	106
660	220	110	105
662	220	108	105
