540	160	130	125
540	171	128	118
537	171	123	114
541	172	123	114
541	171	123	115
540	172	122	116
541	172	121	115
541	173	122	117
541	172	123	116
539	174	124	113
540	173	122	113
541	173	122	111
541	174	119	109
541	175	116	106
541	176	116	106
540	176	118	105
542	176	116	104
542	177	115	104
542	177	116	103
542	178	115	103
542	174	119	110
536	174	124	111
537	174	123	111
538	172	124	114
537	172	124	115
538	172	124	115
538	172	125	116
538	173	125	115
539	175	124	115
540	173	123	112
538	178	120	109
538	174	120	112
537	175	120	107
538	176	121	108
535	176	124	109
535	176	124	109
536	177	123	108
534	177	122	106
537	178	120	105
540	176	118	105
542	175	117	109
541	177	117	104
541	177	117	104
542	177	117	103
540	179	118	102
542	179	116	101
542	178	116	102
541	177	116	106
543	174	118	110
541	172	122	114
539	171	127	116
539	170	128	118
539	173	126	116
541	175	123	115
540	172	123	116
541	174	123	114
541	173	123	114
540	173	122	114
541	174	122	113
539	173	121	113
539	173	119	112
540	175	119	111
541	175	119	109
542	175	119	108
542	175	119	108
542	175	119	108
542	176	120	107
543	174	120	106
542	174	120	106
544	175	118	103
545	176	118	105
546	175	118	105
544	174	119	106
544	174	120	107
542	173	119	110
541	169	126	115
540	172	127	115
541	172	124	114
542	171	126	115
543	172	125	115
543	171	126	114
541	173	125	111
542	171	122	113
541	174	123	110
542	174	120	109
540	175	123	108
542	175	120	107
542	174	122	106
543	176	121	104
543	176	120	105
542	177	120	104
543	178	120	104
544	177	119	104
542	176	119	104
544	177	117	104
543	176	116	101
544	177	118	101
543	175	119	104
541	175	120	106
542	172	127	113
540	170	126	115
540	171	125	115
543	169	124	118
541	171	123	114
541	172	125	114
541	172	123	114
541	172	125	111
539	172	127	109
541	172	123	109
539	172	123	108
540	174	121	108
539	174	120	106
541	175	119	106
541	175	120	106
540	175	121	105
541	176	120	104
539	176	120	102
541	177	117	103
542	178	118	102
544	178	118	103
543	177	115	101
545	176	114	103
546	177	115	103
545	177	116	105
540	174	121	109
541	174	123	111
541	170	126	116
540	173	125	115
540	173	124	115
540	173	124	116
540	172	125	116
541	174	125	114
541	172	124	116
542	172	124	117
542	173	124	115
541	174	124	114
539	172	125	114
541	176	125	113
539	174	125	112
539	175	126	114
540	176	124	111
540	179	123	108
539	179	122	104
539	177	121	105
541	177	120	106
540	176	122	107
543	178	119	105
542	180	117	101
544	179	118	103
541	176	120	105
542	173	125	109
541	173	127	110
541	172	128	115
541	171	127	118
541	172	125	114
541	173	128	111
543	173	126	113
543	173	125	113
544	173	124	114
543	172	123	114
539	173	125	111
539	174	124	110
537	174	124	109
538	174	123	110
538	175	123	110
538	177	120	107
539	174	123	108
539	175	120	105
539	175	120	105
539	175	122	105
543	177	119	104
541	176	121	105
545	176	117	103
542	176	123	107
539	173	126	109
539	170	130	115
540	170	128	117
541	170	126	117
541	171	127	114
543	173	124	111
544	171	123	112
544	171	122	110
544	171	121	109
544	171	123	109
543	170	124	110
543	170	125	114
541	172	125	113
542	171	123	113
540	172	126	111
541	174	124	109
538	172	126	111
542	174	126	111
542	173	127	111
542	173	127	111
542	173	127	112
543	173	124	110
543	176	120	104
543	175	123	105
544	175	123	105
544	174	121	106
542	170	128	112
541	170	127	117
542	169	128	117
543	169	127	118
543	171	124	113
540	170	123	110
545	170	122	113
544	171	122	115
542	169	126	115
543	171	121	115
541	172	124	113
540	173	125	113
539	173	125	113
539	174	126	110
541	173	125	109
540	173	126	110
540	174	125	109
540	176	123	106
540	176	125	107
540	176	126	106
541	175	124	107
544	173	123	109
545	174	121	109
543	172	122	106
541	170	129	110
543	167	127	118
541	167	129	122
539	168	132	122
537	167	135	121
539	164	134	123
542	167	129	122
540	167	131	122
541	168	131	122
540	166	130	123
540	166	132	121
540	168	130	118
542	170	127	116
542	170	126	113
541	171	126	111
541	172	126	109
541	174	123	106
540	174	122	107
540	174	121	106
540	173	123	107
541	174	122	106
540	173	123	108
536	170	129	112
538	168	130	113
538	167	128	117
539	166	127	120
536	167	131	120
533	165	133	122
532	163	136	125
533	164	135	124
534	165	134	124
536	167	134	121
532	164	137	122
536	166	135	121
537	167	134	120
537	167	133	119
537	167	132	120
537	167	131	120
539	169	130	116
541	167	131	115
541	170	128	113
542	170	126	111
542	171	124	109
541	172	123	109
539	172	123	109
541	173	123	107
539	171	128	108
540	167	130	115
539	165	129	118
538	163	131	121
536	162	135	123
539	163	132	123
534	164	134	124
536	162	132	124
534	163	132	124
539	162	128	123
534	164	133	122
536	167	132	120
534	164	136	122
533	162	136	122
532	162	136	125
535	164	133	123
533	164	135	119
533	165	135	120
537	166	132	117
535	169	131	114
540	170	124	110
537	172	127	108
539	171	125	109
540	171	123	108
539	167	130	114
541	165	128	116
538	166	128	117
538	164	128	122
537	164	132	122
536	165	134	123
536	165	133	121
538	165	132	122
539	165	130	121
537	165	132	122
537	166	132	119
536	167	131	121
535	166	131	120
536	166	130	121
536	166	127	118
538	168	126	114
538	168	127	114
537	170	126	112
538	170	125	111
538	173	124	109
539	171	124	109
539	171	124	107
542	173	122	106
543	173	121	106
542	173	121	103
543	174	120	105
537	167	130	117
538	164	131	121
540	166	131	123
540	164	131	120
541	164	130	122
539	166	130	118
540	168	130	118
